Feature,Cternatea_20692_DDA_neg_5142025_053,Cternatea_20692_DDA_neg_5142025_054,Cternatea_20692_DDA_neg_5142025_055,Cternatea_9336_DDA_neg_5142025_056,Cternatea_9336_DDA_neg_5142025_057,Cternatea_9336_DDA_neg_5142025_058,Instrument_blank_DDA_neg_5142025_060,Cternatea_QC_DDA_neg_5142025_048,Cternatea_QC_DDA_neg_5142025_049,Cternatea_QC_DDA_neg_5142025_050,Cternatea_QC_DDA_neg_5142025_051,Cternatea_QC_DDA_neg_5142025_052,Cternatea_QC_DDA_neg_5142025_059,Extraction_blank_DDA_neg_5142025_047,Instrument_blank_DDA_neg_5142025_046
373.05270@3.108,17087,17856,16783,8271,7963,9402,0,12698,12323,13278,12704,12368,12962,0,0
373.11310@3.404,66969,67898,68208,23047,22271,22514,0,44780,44302,46121,44612,45033,48291,0,0
373.11320@3.292,7253,7455,7156,5983,6632,7088,0,8598,7836,7905,7976,7025,7079,0,0
373.11360@1.175,27291,10831,27172,18834,7349,13589,0,26698,11148,13742,26318,25305,24878,0,0
373.12260@3.715,35938,36903,28378,23971,24885,23252,0,38349,41097,39876,40843,42311,40297,0,0
373.12430@3.872,9463,10023,8849,5015,5571,5299,0,7323,7232,6893,7040,7597,7496,0,0
373.14890@3.789,7798,7625,7641,6733,7221,6678,0,7876,7427,7633,7751,7879,7950,0,0
373.25860@8.868,33447,33384,33610,39000,39113,38814,0,44135,44052,42936,41617,41467,41697,0,0
373.26010@5.200,3029,4520,4858,853,539,276,0,1674,3098,2984,2417,2341,2880,0,0
374.08310@0.990,75490,76374,76946,83296,85787,82527,0,95240,90909,92315,90945,87956,86675,0,0
374.12360@3.071,59841,60391,60933,43526,41539,43147,0,52467,50421,50599,52539,49422,55444,0,0
374.12390@3.148,57778,57550,53814,31219,30437,30861,0,49912,47876,49500,46514,44410,41824,0,0
375.06940@3.191,13711,14315,14894,18077,17579,18120,0,17180,17099,16177,17170,16382,15751,0,0
375.07230@2.714,4958,5645,5571,5779,5623,5328,0,6779,6736,5809,5900,6026,5011,0,0
375.07230@2.644,5270,6076,5328,6134,4995,4954,0,6185,6686,5809,5555,5674,5109,0,0
375.09240@3.133,24826,25344,22807,26904,25618,23985,0,33927,30898,30404,28057,28735,24064,0,0
375.11450@1.325,13447,14735,14798,15851,15346,7440,0,16860,17043,16917,8484,16637,17141,0,0
375.16530@5.305,3225,3336,2418,2932,2579,2569,3455,3188,2711,2821,2768,3189,3676,7648,4622
375.21740@6.780,2162,1978,2214,1530,1744,1691,0,2432,2232,2470,2091,2071,2021,2634,0
376.09570@3.593,7317,7334,6865,7700,8315,6961,0,8501,8805,8660,8362,8649,6564,0,0
377.08320@2.330,27785,25720,26460,33139,31958,31366,0,32785,31796,31800,32138,32662,31819,0,0
377.08530@0.598,1939841,2009024,1987072,1024402,1023321,1001342,246,1498489,1457247,1459730,1477581,1469822,1451633,133521,874
377.13850@0.596,15241,17004,14964,2027,2151,1747,0,8076,6697,7771,7518,7494,6078,0,0
377.14150@9.111,24736,28063,27378,27585,25258,27069,0,2521,13083,22934,26385,28129,29473,0,0
377.18120@3.978,59439,59416,56007,22341,23225,20831,0,44030,44368,42996,41770,45023,38926,0,0
377.30500@0.595,3234,2100,1868,1244,1244,930,0,1000,585,1111,767,952,1831,0,0
377.50880@0.597,4531,5611,3497,1090,1777,1763,0,3196,2345,1722,2508,3378,5724,0,0
378.06670@2.793,35088,35334,33987,33621,33558,30960,0,36049,35232,33981,32669,34227,29520,0,0
378.08860@0.596,299253,304640,295662,145308,141829,142063,0,229464,224337,226740,220728,218186,218560,18859,0
378.10490@0.979,23504,24580,20671,36597,32270,28947,0,18544,37225,31368,18370,18352,28067,0,0
378.15570@8.514,3475,3394,3439,3744,3473,3736,2285,6545,5963,5352,5444,5126,4583,6910,2715
378.25780@0.596,6529,6624,6667,2725,2996,2982,0,4474,4264,4395,4499,4767,5089,0,0
378.26450@8.151,2805,2786,2357,1983,1917,1810,0,2561,2969,2541,2578,2589,2480,0,0
378.34290@0.596,6182,5609,7051,2723,2794,2850,0,3552,4304,4370,4301,4087,4444,123,0
379.03310@2.584,31447,30452,31114,59129,58220,58285,0,51235,49738,50511,49756,51507,50459,0,0
379.08270@0.596,730759,748814,740690,373297,368240,356669,0,565924,548363,553004,557004,551219,547360,45736,0
379.10460@0.998,58066,62157,60151,101585,93134,100946,0,73793,79068,80218,83761,84996,78071,0,0
379.10480@0.716,82961,74582,78569,120292,118325,114860,0,170179,164964,167959,170931,170313,167514,0,0
379.15560@8.329,70049,71547,66708,73413,63506,69261,93329,86212,72843,78297,75453,69215,71287,136035,73370
379.15730@9.410,75382,74881,70196,72054,66472,70493,1285,18012,51160,67412,73195,78124,75725,3040,5125
379.16000@3.971,37576,38051,37009,25608,25599,24058,0,33635,35026,33806,33702,33698,33623,0,0
379.16010@3.849,10774,11494,10495,9035,8577,8748,0,8548,8492,9012,8730,8188,8079,0,0
380.08580@0.597,104401,113063,104272,54572,54145,51117,0,81065,77171,77127,77256,76186,77260,6358,0
380.13670@0.578,5430,5430,6864,6872,7696,6679,0,7487,6325,6777,6347,6900,6815,0,0
380.15510@2.982,12974,11060,10891,3458,4008,4044,0,9419,8837,7301,7451,8808,7262,0,0
380.15520@2.827,84182,83807,82545,25795,24579,23177,0,64208,60104,58521,58278,58918,48257,0,0
380.15530@2.715,12960,13233,12881,4892,5013,4904,0,10734,10448,10619,10104,10007,9223,0,0
380.97580@7.475,1298,1582,1718,1567,1455,1643,1256,6393,3531,2602,1771,1893,1253,10369,12389
381.13920@2.927,157677,158053,157623,49173,49487,50070,0,111337,110577,109069,107375,105285,109696,0,0
381.13960@2.861,36934,37090,38381,11208,10271,10008,0,25461,25608,26534,25084,25993,25980,0,0
381.17260@9.781,7794,7120,8153,5703,5861,6353,158,4822,7028,7388,7749,7898,7307,0,1781
381.19120@3.627,12217,11111,12432,9134,9373,9535,0,12275,12506,11589,10921,12242,11871,0,0
381.23040@8.855,93782,94378,94290,91204,89913,91367,46882,155639,141028,139507,129735,131000,126113,102788,67470
381.27870@10.021,7035,6708,6893,6726,6505,5789,5838,8861,7745,6931,7742,7068,7116,12940,11963
382.00820@2.464,1723,1487,1490,1748,1591,1411,0,2824,1963,1913,2057,2035,1622,0,0
382.04110@4.121,29046,30549,30595,7500,8094,7833,0,16343,14464,13647,14324,15445,10204,0,0
382.04110@4.225,26319,24736,25417,11034,11478,11449,0,17859,16975,17805,17734,16133,16509,0,0
382.09960@2.997,22031,21138,21276,17491,17611,17632,0,22455,22833,22438,22261,22631,21875,0,0
382.12960@7.946,11375,11002,21849,11823,11516,11987,30357,26554,14219,12948,13408,11926,13258,51587,21292
382.16170@5.398,5120,4865,4989,3057,3634,3319,0,4698,4244,4314,4063,4215,4278,0,0
383.03070@3.103,4999,5862,5706,7784,7939,8099,0,6512,6085,6728,6171,6562,7390,0,0
383.05860@2.791,36968,37855,36109,38649,34503,36879,0,38444,36983,37393,35132,37088,32150,0,0
383.07130@2.978,2272,10532,3724,6353,6486,7131,0,4019,6598,5630,4680,7331,7584,0,0
383.09960@0.570,24099,24996,26421,19331,19747,19548,0,20612,19219,18735,19302,19224,19346,0,0
383.11340@2.454,25811,25894,26415,37162,38546,35253,0,36851,34951,33431,33446,34352,32994,0,0
383.11920@0.635,300904,305036,303269,695319,697801,689675,0,549676,522157,525634,519243,524171,507828,0,0
383.18870@10.211,46779,46941,46643,29066,27137,27339,2452,50913,64263,67374,69433,68423,65322,5062,2417
383.20700@4.179,19839,18755,21122,24508,26203,26125,0,25411,23521,25368,25516,22677,27435,0,0
383.22160@8.450,6439,6381,5772,6249,6101,5586,6671,7175,6333,6724,6525,5944,5373,9385,7339
383.35200@11.101,6831,6635,6895,8183,7366,6433,1512,10053,8896,8672,9371,8788,9981,2387,2449
384.15920@9.632,16378,16336,16528,15848,13068,12314,3716,10708,14033,19377,17950,17384,17079,1128,11545
385.11310@3.759,27553,26601,28133,15314,18873,19178,0,23553,22403,24158,22119,23725,23037,0,0
385.11310@3.930,159714,155272,154880,80711,81655,82306,0,135480,127059,121739,127414,127548,118163,0,0
385.11330@3.862,480122,500336,488837,331243,242333,237104,0,447771,435824,444045,434342,441353,440745,0,0
385.23210@3.864,4107,5336,3969,3428,2045,3718,0,3260,3238,3101,3663,2448,7028,0,0
386.93880@0.452,145913,149824,150858,122608,121246,120007,0,132547,133173,136506,133782,131845,130863,0,0
386.99920@3.893,6997,6608,6607,6805,6827,6581,0,8395,7648,8356,7761,7273,7745,0,0
387.09220@3.464,76405,78741,77792,45371,46141,44073,0,71331,67778,69271,68538,68857,64023,0,0
387.09280@3.996,19529,17670,18298,13254,11998,13295,0,17657,17278,17836,17834,18452,17063,0,0
387.11350@1.079,620229,673081,664469,543966,535280,519130,2466,670062,614316,616696,638337,635383,609364,2293,992
387.11360@0.904,365744,352674,347349,290699,276860,284195,2823,341683,332866,297147,333585,299085,328472,5931,693
387.11410@0.609,382521,1071204,407250,924545,919111,899809,7799,967080,396181,978576,914873,942819,931330,319952,22782
387.11720@5.164,11407,11862,11726,9315,8714,8471,2263,10361,10266,11641,10362,12261,11027,1546,1207
387.11790@5.030,9146,10599,8329,9909,7752,9709,2721,9349,8937,9634,10820,9625,9714,1307,947
387.15500@9.423,1863,2471,2240,2212,2034,2560,3263,2136,1573,2135,2184,1860,2235,2669,5409
387.16530@3.814,142277,143383,137111,84053,87985,85733,0,124990,122701,126452,120236,119019,123209,0,0
387.16530@3.616,74821,75711,75036,64153,65793,64395,0,79886,76308,78170,76932,76536,76134,0,0
387.16540@3.699,76762,74215,77267,60265,61719,57571,0,74102,72094,74696,73803,70452,72006,0,0
387.26400@3.818,1419,1832,2559,252,1721,1249,0,821,1329,1207,1318,907,2534,0,0
387.28560@6.546,3546,3261,3723,5312,5716,5354,2433,5606,5829,5563,5696,5573,5232,7601,58374
388.08760@2.821,13145,13573,12976,8291,8328,7131,0,13762,12352,12946,12553,13122,10101,0,0
388.08760@3.671,25966,26008,26759,15757,14958,15006,0,23892,22290,19996,21475,23058,18698,0,0
388.08820@3.442,69897,69372,69851,56637,55225,54788,0,65441,64354,63290,62460,60550,59555,0,0
388.10270@2.958,5660,5694,5387,2943,3203,2866,0,5054,5265,4750,5692,4795,4438,0,0
388.10300@7.357,22731,23404,22272,19566,18630,18036,0,27704,26502,25894,24221,23419,20856,39087,0
388.10630@1.359,12314,20163,28024,10800,15369,13981,0,6772,21465,20297,30101,12783,26395,0,0
388.13570@2.372,11322,10499,10469,13892,13620,14137,0,13576,13017,12931,12276,12940,13207,0,0
388.93750@0.452,77772,79193,79582,64194,66640,63282,0,69611,70124,71374,69875,71526,69306,0,0
389.10800@3.340,117988,118548,118235,66333,66167,65914,0,103920,99645,100175,98973,99488,96928,0,0
389.12320@4.809,22275,24630,22543,38798,37729,38183,0,34479,30151,33155,25160,33151,32829,0,0
389.12360@4.866,18968,16867,17847,29454,28084,26961,0,26781,26650,25016,23841,25088,25884,0,0
389.14380@3.527,6737,6567,6333,9374,9193,9171,0,9617,8628,9280,9004,9180,9074,0,0
389.17780@3.616,18646,19102,14689,10473,9869,10594,0,14020,17326,16959,17505,17191,13132,0,0
389.18040@5.158,11634,10974,12671,13514,14095,13051,0,15096,13568,14420,13649,14605,13640,0,0
390.08220@5.440,10738,10477,10784,34540,32582,32579,0,22969,23356,21125,21491,22067,21308,0,0
391.00040@7.223,2861,2584,2533,2509,2579,3053,3521,1504,1665,1834,2489,2061,2601,4483,3070
391.01270@6.167,5614,5334,4745,2276,1770,2190,0,4121,3811,4008,4120,4248,3423,0,624
391.05140@3.185,10968,11725,11114,12235,13383,12342,0,12590,12020,12594,11951,12568,12130,0,0
391.09020@3.265,5394,5405,5470,4936,5904,6193,0,6152,5170,5460,5208,5135,6125,0,0
391.09990@0.571,9938,10529,10599,5063,5247,4724,0,6911,6542,6631,6645,6719,7311,0,0
391.10480@1.128,66883,62488,73705,139919,139654,135332,0,131146,145698,143904,135999,146845,62797,0,0
391.10500@0.672,85097,89655,90787,200723,201143,196606,0,143709,139635,141059,145405,142992,143535,0,0
391.10510@0.898,164661,170952,174634,145344,144698,115657,0,157782,127534,133402,150411,138424,120388,0,0
391.12330@1.181,407763,415144,416446,267983,263476,100844,0,383831,349185,356864,160210,351993,367404,0,0
392.08270@3.901,20792,20017,19842,11133,10773,9923,0,16530,16365,16057,15598,16243,14194,0,144
392.87070@13.663,2286,2411,2552,2555,2405,2160,2442,2104,2401,2146,2396,2423,2275,2457,2267
392.89100@0.445,1963,2178,2708,2128,2311,2667,0,2615,2258,2274,2453,2220,2719,3534,0
393.07960@3.434,22134,22785,22679,16404,17686,17654,0,22014,20903,20254,20190,20845,19324,0,0
393.15490@4.678,2841,2852,2689,7345,8001,7538,0,6407,6710,6159,5945,5891,5628,0,0
393.17070@8.698,99051,96112,99052,92035,88902,84060,119698,103911,102508,59837,93701,92634,98163,148490,104987
393.17550@4.437,33191,33455,34195,30339,30275,28901,0,35497,34157,34950,34489,33919,33755,850,0
393.17580@4.183,25079,24183,24139,11308,11668,11547,0,17687,16597,17688,17628,16409,19258,0,0
394.15100@8.071,5977,5223,5086,4389,4838,4062,4796,9275,8239,8136,7951,6952,6848,10160,3279
394.17120@3.978,5913,5666,6386,3001,2843,3027,0,5484,4946,4092,4855,4659,4272,0,0
394.97500@6.921,4310,4177,3917,3752,3261,3286,4180,4613,4222,4540,3914,4425,4301,5027,4239
395.05660@2.992,7367,8013,6871,8654,8337,8690,0,8997,9625,9323,9408,8821,8275,0,0
395.10450@7.779,2616,2457,2425,2436,2115,2279,1977,3755,3721,3425,3799,3410,3356,4463,1613
395.12890@8.340,9399,9510,8331,3761,8213,4761,11359,5978,10215,9596,9821,4542,5124,10293,5390
395.15490@3.285,162607,159607,162083,90186,88199,89292,0,139576,136853,137648,135914,137355,134911,0,0
395.15490@3.181,236546,242894,238903,139031,140954,137506,0,208621,199979,201257,201176,198485,198044,0,0
395.24260@8.397,97413,98882,98453,113365,115680,113229,367,130246,126335,121383,123513,122397,119955,0,0
396.12550@2.597,15779,15053,14745,15781,16541,14577,0,18121,16898,17660,17369,18295,16416,0,0
396.14550@8.343,43988,42942,44164,42508,36444,41549,53876,56089,52353,50507,46087,45139,40039,85552,45946
397.09820@0.783,25089,26389,24884,32569,28383,31081,0,33446,30139,31529,30215,30616,28749,0,0
397.11290@3.849,56109,57321,57669,60800,61125,61444,0,68971,65784,67566,66173,66951,62608,0,0
397.11290@3.757,9303,9610,10084,8311,8380,8689,0,10291,10944,10554,10508,10322,10494,0,0
397.11300@4.287,22760,22993,23057,13162,13286,13203,0,19887,20025,18453,19693,18360,19698,0,0
397.13440@9.736,9845,11173,10781,9466,9718,9180,0,11546,10387,10618,10089,10212,8737,0,0
397.16080@2.821,21053,21255,19910,16956,17162,15943,0,22999,21455,21056,21567,22154,18057,35513,0
397.20690@3.628,173040,177156,177720,98331,97879,97093,0,153929,148406,146362,146008,149139,142755,0,0
397.22540@8.220,133802,135804,131750,128560,124644,123804,93326,202654,200251,194101,187766,184129,179865,166122,104218
397.25860@8.675,41067,41887,35530,51292,52574,49845,164,65690,61318,58945,54993,52078,49379,0,0
397.34000@8.221,629,1325,1427,1339,2148,1083,1349,2329,2223,2275,2691,2413,4019,1700,0
398.07220@3.210,34095,29053,31398,21060,19164,21929,0,28005,26583,27524,25736,23681,33226,0,0
398.07250@3.072,12822,15617,17171,18294,19141,20076,1163,11222,12712,12504,13363,12131,20401,0,0
399.10430@1.063,10645,17750,26076,50481,62750,58587,0,45116,24556,50632,39859,30877,48203,0,0
399.12840@3.077,14810,14800,14696,7114,7534,7460,0,12126,11495,11744,11953,10954,11224,0,0
399.20160@2.454,7581,7365,7081,7087,6843,6214,0,8389,8228,7710,7817,7989,7818,0,0
400.06280@3.582,15308,13943,14717,14511,14822,14401,0,19480,18590,18392,16667,17063,13038,0,0
400.08820@3.402,8564,8938,9305,11470,11704,12295,0,11359,10683,10112,10394,10225,10311,0,0
400.13560@3.218,5818,5746,5298,12681,12034,10469,0,11880,10386,10172,10597,10227,8466,0,0
401.10770@2.917,33490,33817,32160,22113,22444,21304,0,32679,32036,32472,33604,30111,32465,0,0
401.10780@3.701,59297,103842,103434,109071,103360,106076,0,126435,121178,119294,117566,114930,112918,0,0
401.10820@2.631,29238,28266,31642,37484,35322,35043,0,37224,36917,38368,37980,36836,38120,0,0
401.11940@3.261,32001,31024,31918,22009,22731,22535,0,32656,30716,31189,30867,31212,28370,0,0
401.14440@3.787,28229,27125,27565,25774,25746,25772,0,30879,31044,29279,29480,29618,28413,0,0
401.14460@3.454,19606,20368,18247,34397,33959,33585,0,31903,30593,31968,30526,29941,28752,0,0
401.17070@9.278,14405,14267,15270,15560,15866,16194,19610,12942,12575,12975,13481,14328,15435,14634,25920
401.18030@3.347,23577,26002,25581,12292,12507,11890,0,19930,19283,19884,19974,19742,19231,0,0
401.20360@3.557,10405,10907,11254,9862,9594,10418,0,11624,11259,11793,11703,11571,12119,0,0
401.29000@9.462,4023,4769,4763,5019,4178,4859,0,6358,5848,5634,5772,5032,4943,0,0
402.26790@8.346,6150,5983,5265,4795,4514,4299,0,5646,5567,5400,5090,5536,5814,0,0
402.35820@8.451,0,0,0,13052,12818,12853,0,2098,1866,2000,2042,1823,1637,4466,0
403.15990@4.058,166740,168463,169124,189118,189566,188981,0,203486,194026,193552,194762,198908,195526,0,0
403.16000@4.459,21064,19377,20576,20250,19829,19058,0,21947,21298,21612,20106,20457,20489,0,0
403.19600@5.889,5897,6874,5539,7780,8423,7814,6269,7291,7082,7743,7347,6638,7175,7957,3966
403.23270@6.292,866,857,1427,1030,889,934,2530,1405,945,1033,900,816,975,2712,1644
403.26280@10.119,5998,7190,5683,5139,5441,5731,7590,5901,5474,5217,5336,5401,6033,9483,10673
403.26860@5.808,6327,6910,4712,2723,3390,2633,0,4412,5148,5465,3995,4987,4930,0,0
404.08230@3.606,20315,19405,18285,16297,16625,16076,0,20992,19515,19990,19362,17900,15566,0,0
404.09760@3.135,194861,200779,196640,115336,113957,99104,0,185861,184706,181245,178158,175723,166449,158,1877
404.09810@3.392,53765,53339,51546,31111,31192,31807,88,46719,45834,44505,44091,43694,46773,284,16079
404.10420@0.608,820290,848474,833599,723224,715237,704878,693,811758,767295,780461,777810,773336,761675,65272,2088
404.99010@3.110,2735,2956,2418,1165,1242,1243,0,2766,2499,2425,2402,2726,2049,0,0
405.11410@1.297,25858,23618,22648,23007,23437,22822,0,30123,25435,26824,24014,27937,26685,0,0
405.13980@2.837,11005,11387,10421,31608,31308,29613,0,27822,26944,25657,25363,27071,21621,0,0
405.13980@2.585,32470,32907,31257,17208,16778,17510,0,27347,26443,27121,27430,26599,25456,0,0
405.17530@4.665,22891,22793,23167,18136,19016,19038,0,23113,22165,21891,21100,22262,22086,0,0
406.16400@3.373,17224,19592,18497,16370,15662,16906,0,18120,19603,19909,17594,18730,19270,0,0
406.16450@3.321,26504,26052,26642,20873,21561,21950,0,27990,24936,25504,26311,26686,24476,0,0
407.04310@5.871,41335,40216,41540,1859,2046,2045,0,23610,23065,24002,23838,22916,23506,0,0
407.06310@0.766,42715,40999,42363,47003,49159,49687,0,43020,43832,43099,45712,46304,46802,0,0
407.06330@0.963,38161,41074,38066,53011,53813,51187,0,47723,41883,41931,47257,49281,47453,0,0
407.06400@0.650,16014,15570,16931,25891,24272,23549,0,19665,17882,19414,18040,18159,17996,0,0
407.15550@3.799,16608,28934,30634,18357,17298,17101,0,27292,26878,27648,27428,27119,25508,0,0
407.15560@3.317,53976,53370,52576,18408,17492,17698,0,42818,41052,39748,40565,40282,40553,0,0
407.18640@9.077,104249,102425,108067,90447,88785,91152,103935,127926,123545,109288,76494,106081,109317,148321,121763
407.29060@8.059,19098,18682,18564,12195,13104,13159,0,18119,17798,18050,17716,17818,16697,0,0
407.99410@2.538,414,335,476,1193,1437,926,0,3704,2659,2089,1894,1509,785,0,0
408.15950@9.407,20672,19830,20338,20144,20275,20849,0,3918,24398,22097,23771,22675,22043,0,340
409.04310@1.526,10102,3008,16473,12834,23194,9857,0,12624,12492,12793,13079,22761,13067,0,0
409.04380@3.046,37121,38141,35284,62448,60643,59282,0,58674,55262,55639,55063,56977,54836,0,0
409.07860@1.075,66109,69403,69706,75272,74608,73504,0,69628,66481,67926,68437,69982,69069,0,0
409.14580@8.697,12592,8420,11751,13486,12679,11498,15601,8435,8381,8380,13762,8687,12775,21738,12639
409.14940@3.773,8637,10288,10287,14009,13943,12980,0,14436,14149,13537,12828,13145,12753,0,0
409.17050@3.430,10476,8878,10823,4076,4244,4016,0,8067,8401,7550,6724,7287,6917,0,0
409.17090@3.563,34541,33939,34764,16379,17340,18110,0,28008,27091,27435,26440,27799,26925,178,0
409.22640@8.891,11841,19767,16815,13282,11431,14925,0,22171,14732,20212,22668,21605,23928,5785,205
409.23490@8.531,286364,291033,289785,334078,338112,345075,4423,341280,339159,330456,327227,322007,314049,289,22135
409.26210@9.502,5088,6038,5542,4731,4890,5080,3193,7227,6628,6807,6292,5671,6609,8939,5500
409.34570@8.516,1288,1752,1597,3382,1816,3444,0,1621,1343,2119,2132,2339,4838,0,0
410.12930@4.521,9869,10050,10435,14809,15790,16098,0,13584,12987,13559,13887,13521,14174,0,0
410.16080@8.703,54192,54004,50535,55117,51455,52767,67291,36688,64467,61676,57152,52800,50322,37251,48602
410.17540@9.780,12474,12486,12509,10657,11742,10846,0,11031,11573,11592,11537,11938,12940,0,7706
411.01130@2.520,8774,8761,8495,9019,9535,9278,0,6366,6686,7622,7965,8649,9594,0,0
