Feature,Cternatea_20692_DDA_pos_5142025_038,Cternatea_20692_DDA_pos_5142025_039,Cternatea_20692_DDA_pos_5142025_040,Cternatea_9336_DDA_pos_5142025_041,Cternatea_9336_DDA_pos_5142025_042,Cternatea_9336_DDA_pos_5142025_043,Cternatea_QC_DDA_pos_5142025_035,Cternatea_QC_DDA_pos_5142025_036,Cternatea_QC_DDA_pos_5142025_037,Extraction_blank_DDA_pos_5142025_032,Instrument_blank_DDA_pos_5142025_031,Instrument_blank_DDA_pos_5142025_045
395.36630@11.765,29611,28471,27932,49211,47848,47021,37753,36111,36691,209,0,0
395.45710@4.168,1834,3083,2675,11074,16996,17229,4562,7526,3244,0,0,0
395.50310@4.117,4023,1531,2556,20865,19172,14493,10823,8058,16957,0,0,0
395.52170@4.197,1031,3365,3479,27092,13711,24657,13165,6317,7724,0,0,0
395.98580@4.156,1573,4225,2802,10730,10508,15314,10811,9029,5158,0,0,0
396.03420@0.605,2127,2290,2072,1653,1082,1797,2028,2004,1973,4262,0,0
396.12440@0.626,30201,31285,33993,29859,35839,33557,32687,32226,35413,0,0,0
396.21290@4.627,1381,1443,1341,115735,114011,108980,46190,45251,45381,0,0,0
396.25160@11.084,51580,47322,49722,57957,56680,55404,55462,54226,53079,0,0,0
397.04340@1.219,2940,5927,2650,8783,7636,9875,8962,8349,9912,610,0,0
397.05050@3.099,2387,2445,2167,2406,2302,2661,2688,2661,2921,0,0,0
397.08820@3.569,13760,14136,13858,18392,17906,18201,17436,16940,16513,0,0,0
397.16990@3.183,14431,14361,13542,10895,11281,9914,14716,13250,12430,0,0,0
397.19010@9.609,28575,26402,28176,24994,25568,24789,28625,28095,27730,32140,4229,4077
397.20120@7.377,9474,10141,10546,14028,13469,14110,12917,11738,11970,15128,260,218
397.22160@7.702,22091,22124,22431,17432,18166,19048,20955,20758,20940,25437,0,0
397.22670@10.194,16430,16695,15696,12411,14168,12521,14749,15696,16597,23821,1020,839
397.26550@9.898,91241,92400,92667,101388,96891,95426,98186,97390,94248,0,0,150
397.38150@9.942,108270,107263,105725,93971,92614,90978,104187,104960,101415,817,0,0
398.08510@4.184,35858,36174,44513,19682,19468,19381,41558,38535,24745,479,0,0
398.17990@2.759,28487,27941,26472,50718,53081,52851,39530,38959,38805,0,0,0
398.27300@9.998,23074,23512,22733,24109,23612,24300,25404,23214,22201,0,0,0
399.16420@3.694,63659,65965,64669,48601,50060,49401,64951,60701,60355,0,0,0
399.17550@2.804,68551,67971,62050,57945,50012,54759,71300,68369,62668,58689,0,0
399.17850@5.261,781674,778241,777814,900956,886732,857466,920095,900383,889162,316,0,0
399.23130@7.701,13065,12438,12107,10298,9616,10250,11672,11300,11817,18442,0,0
399.24900@8.227,13933,15100,14365,21853,22123,20693,17990,17770,18394,1704,1030,818
399.25530@10.621,49639,149193,142930,49198,141370,48768,59000,57630,153699,0,0,141
399.97300@5.261,3694,3219,2321,3330,2277,3484,3607,1458,4065,0,0,0
399.99980@5.249,3384,2556,2970,1072,4406,3089,5867,3966,2782,0,0,0
400.02490@5.254,1287,2298,3051,5010,3723,2372,3557,3466,1713,0,0,0
400.14500@2.204,25950,23962,24222,31751,32023,30666,30534,29134,27499,0,0,0
400.21640@12.335,8093,8023,7288,7180,6778,6530,11658,9786,8685,257945,20378,0
400.23600@10.429,17846,18127,17844,18057,16574,16621,17383,18102,18213,0,0,0
400.26360@10.854,66746,66177,64359,63793,65248,63597,69535,68170,63954,0,0,0
400.34120@7.786,28295,29124,28930,27995,27965,28470,29968,28348,29859,17583,0,0
400.35840@5.257,3238,3822,3496,3918,3678,3768,4310,4417,4457,0,0,0
400.41180@5.262,3416,3537,3592,4071,3575,1079,4934,3651,3980,0,0,0
401.01760@3.102,2485,2288,2464,2258,1704,2008,2909,2631,2524,0,0,0
401.03810@2.772,13939,15177,15346,13378,13342,13602,15655,15199,14916,0,0,0
401.11430@8.496,18853,19315,18484,15744,15528,14784,18047,17430,17761,28824,0,0
401.15820@5.656,8557,9451,8928,9096,9012,8406,9976,8918,9517,0,0,0
401.15860@4.734,24702,25528,25655,26604,24324,23283,27706,28663,27263,0,0,0
401.17510@5.259,20548,22192,21302,24182,23725,23564,27299,25959,24651,0,0,0
401.21760@12.335,28007,27647,26408,23428,23423,20973,29842,27999,28875,74674,3547,391
401.28840@8.190,29466,29852,29721,54348,53555,51718,40127,39663,41113,0,0,0
401.28850@8.300,31885,33120,33051,58305,58197,57445,43300,41820,42803,0,0,0
401.99630@0.527,4269,4196,4350,4146,5067,4801,4632,5100,4826,0,0,0
402.09150@2.498,15925,15925,21146,14103,13182,18820,17628,17315,23180,0,0,0
402.09160@2.288,43729,40323,45821,44162,42084,46378,44322,42014,46604,0,0,0
402.29170@8.167,7020,6968,7260,3699,3794,13488,9947,9671,10056,0,0,0
402.35660@7.599,1158074,1179820,1178857,1247867,1247595,1238836,1210508,1212026,1189005,1065900,6319,5746
402.35680@7.770,25293,27413,29200,38345,31356,41160,30430,33174,39607,30668,6319,5746
402.37170@8.501,5193,4477,4365,0,0,0,3282,3143,2680,0,0,0
403.02240@7.598,2080,2507,3429,3478,3408,2591,2161,3862,2739,1905,0,0
403.06220@7.597,2767,2624,2652,3205,2623,4003,2897,2588,3097,1073,0,0
403.09870@2.381,10586,11804,11990,14354,13688,12306,11895,13347,13186,0,0,0
403.22620@9.328,93314,87420,89440,84008,87237,84799,87928,89741,89073,100406,970,1982
403.23160@9.096,130064,127017,131076,122852,123871,121972,131688,132081,129256,78757,67664,58626
403.24100@10.948,25190,25670,24820,27136,26151,26176,26039,25940,26079,173,138,180
403.36000@7.599,325710,322824,327805,352674,357755,363776,342463,339194,337306,286230,1104,1097
404.15440@3.860,205814,205704,197654,136177,142940,140004,209431,197860,189725,0,0,0
404.21530@6.591,22492,23182,22177,9799,9758,10951,19228,18616,19322,0,0,0
404.38730@8.202,3347,3493,3300,0,0,0,1877,1812,1818,0,0,0
404.38760@7.883,8089,8126,8587,111,0,0,4979,4727,5307,0,0,0
405.00900@0.703,7598,7941,7275,4654,5006,6821,10775,9830,7642,0,0,0
405.13520@2.921,43332,42944,41199,20778,19723,19000,40234,38906,35588,0,0,0
405.13540@2.850,14193,14888,13952,4475,5346,4098,12369,12679,10674,0,0,0
405.26200@7.675,15244,15113,15160,24920,24681,25091,20099,19109,19612,175,0,0
405.26210@7.754,20079,20738,21190,31913,31228,32236,26890,25889,24966,175,0,0
406.08270@4.005,8051,7543,7072,23548,22753,23608,13817,14409,13964,0,0,0
406.10110@3.846,7831,10013,9679,5539,5589,5882,6701,4240,6416,0,0,0
406.13360@3.428,50385,50334,49052,35642,37720,36032,52184,48912,47529,0,0,0
406.13390@3.342,37640,37325,36725,24301,22868,22793,34645,34641,34182,0,0,0
406.14460@1.039,15657,9698,24310,29450,31634,17286,28378,27232,17073,0,0,0
406.15270@3.127,27914,28673,33341,34354,21506,36222,36773,37118,41717,0,0,0
406.16340@3.292,143627,146796,140210,142419,147969,145030,153897,150009,144923,0,0,0
406.20580@3.806,17445,18410,16449,11001,12231,12453,20449,17039,17759,0,0,0
406.25150@9.901,31108,31739,31068,34897,32435,32871,33142,35612,33065,0,0,0
407.02520@0.826,4053,3697,4115,2578,4885,4208,4909,3966,5807,0,0,0
407.15370@8.759,1745,1477,1453,1060,1116,967,1636,1295,1402,2776,2636,2145
407.21010@4.111,3095,2676,2093,118811,120907,120214,62998,60650,59712,0,0,0
407.21860@6.812,187784,189844,187510,64742,66189,60965,151393,141282,144512,0,0,0
407.21910@7.701,40837,42582,41101,36276,35675,35656,39940,38799,38569,60838,0,0
407.24410@10.603,106408,120980,109055,107167,116268,103006,130166,123787,115055,333,0,962
408.16460@2.807,19500,19591,20337,25714,25595,26530,23840,24229,24677,0,0,0
408.17900@3.373,44241,40879,40549,40690,37455,37691,41113,40408,41366,0,0,0
408.17910@3.322,53738,55364,54388,52717,54850,55068,59756,57630,55899,0,0,0
408.19410@8.915,28646,30715,28822,33729,33748,34984,35255,32808,31623,0,0,0
408.19480@8.863,27430,27312,28188,33399,33034,31037,29830,32620,31306,0,0,0
408.25180@10.851,137791,139107,138638,138724,140712,140097,142304,140901,136194,163,0,0
408.33140@9.290,4133,3839,3549,3030,3532,2778,3781,4149,4044,4306,4051,2995
409.00010@0.517,5103,5211,5123,4043,4195,4301,5064,5091,5575,0,0,0
409.07350@0.740,249225,263567,275367,243836,264594,255164,264152,246069,265057,0,0,0
409.07370@0.827,378096,419901,424286,345916,375407,379060,393932,393408,425391,0,0,0
409.10970@3.860,126689,126921,127499,111631,112889,111410,131961,129407,127565,0,0,0
409.11330@3.074,6609,6636,6561,4637,4393,4595,6048,6181,5357,0,0,0
409.18230@10.407,616114,616348,620016,607229,611325,606864,629581,619371,623029,564637,408873,599938
409.18300@12.467,53387,66122,82708,68394,68482,30745,59020,57027,31222,53700,16442,47487
409.27270@9.286,20125,20907,19933,18321,19327,18950,20035,20557,20523,0,0,0
409.38150@11.521,338263,325844,327857,213630,210562,211925,292278,282212,270683,2409,850,4449
409.38240@10.418,15432,15140,15217,10178,10017,10384,13086,13078,12406,0,0,0
410.04680@13.590,85576,72023,64478,63653,54994,55858,103564,54305,81851,91306,118347,58985
410.04720@9.827,120299,121667,118430,114584,112891,110313,129587,126012,127311,309619,293753,210175
410.22150@9.608,36009,36754,36065,39217,35041,39044,36571,37535,35935,32484,4113,4655
410.25320@10.593,1450,1582,1502,1378,1180,902,1350,1207,1275,3616,2752,4075
411.02070@0.776,19067,20054,20015,23101,26140,24089,25135,24167,24239,0,0,0
411.08890@3.431,56132,57443,52756,37170,36234,36334,52100,51433,49134,0,0,0
411.16080@3.812,25143,26725,27584,20791,19331,18610,25976,25421,26112,0,0,0
411.16090@3.608,14940,14604,14180,16506,16007,15717,17650,16589,16676,1378,483,110
411.28140@11.974,48911,46064,47625,45861,49513,44098,45108,42477,47664,38688,9781,43782
412.04260@9.433,6800,9345,9689,15330,6975,6838,7256,18313,13399,27362,35870,17377
412.04310@9.827,67067,66021,62729,60320,59950,61264,70246,67858,70017,146807,140974,101763
412.14940@0.907,79716,82585,85451,89332,96823,98476,87132,81906,92626,0,0,0
412.20410@6.591,58428,61623,60669,25330,26016,27102,50117,48512,50941,0,0,0
412.28710@9.177,17924,16627,17574,15878,16005,15348,17822,16740,17014,0,0,0
413.14100@3.492,27306,27457,26631,23719,24028,23508,29544,28619,28760,0,0,0
414.03930@9.829,15937,16310,16427,15245,14968,14498,17287,17144,16612,29932,25201,20777
414.19620@3.183,11006,9853,8801,7178,6808,6878,10481,9899,8407,0,0,0
414.19630@0.745,177739,187260,191403,168104,179353,177861,185787,176921,192607,0,0,0
414.23370@10.510,19663,21112,20321,22743,22425,23086,22530,23292,20377,0,0,0
414.32090@8.524,15521,14418,14053,15698,16331,15345,16672,14883,15029,17313,12216,9547
415.04140@9.838,61029,63194,64569,61100,60200,60767,64973,63217,62452,47664,72589,42048
415.04140@10.796,70754,71853,71338,70209,70633,68866,73843,74162,72623,131114,50293,21873
415.04150@10.035,64015,94927,63989,66523,67118,64740,67193,63486,63611,40400,110282,26710
415.04170@9.441,99598,98838,76260,98550,51293,96702,98904,98581,48545,102448,168540,80327
415.04180@12.223,64907,83118,148947,94090,101814,124091,165189,143357,108042,88213,117796,63537
415.18730@10.115,3779,3123,3960,3594,3181,3230,3717,3788,3812,13276,6975,12909
415.21020@7.378,744803,748099,752217,1051236,1074979,1056275,919451,909255,907638,1143301,1847,1218
415.21070@7.170,2480,2021,2653,955,849,959,1700,1536,1616,27659,0,0
415.23540@9.119,22601,24137,23605,32573,33311,32630,27633,26731,28324,657,0,0
415.25340@3.919,17750,17930,18045,12820,12994,13420,17473,17495,16970,19295,8048,5661
415.35580@11.469,8001,7255,7886,9806,8879,10557,11121,9061,7191,0,0,0
415.35700@7.368,3744,4689,3628,3993,6357,2889,5439,4208,3058,3656,0,0
416.11820@2.564,103847,101831,103400,72410,68603,73604,104154,101596,100852,0,0,0
416.14810@6.008,47575,47590,47445,44375,44454,43261,53402,50216,51285,0,0,0
416.15390@2.573,32619,31652,32836,13791,12683,14573,28416,26899,27535,0,0,0
416.21340@7.377,199312,193633,197590,285304,296655,286862,246707,246178,242311,294398,0,0
416.23090@10.612,29038,80147,30124,27244,25416,27270,81262,32860,29376,182,248,0
416.24560@10.927,14586,21636,19664,16068,18333,22845,22072,15674,15021,140,0,0
416.36330@11.468,22188,21251,21689,26018,24585,29439,29009,25517,19022,393,0,0
417.03930@9.443,51861,60357,62365,64565,63075,32308,37431,35787,37922,79797,118283,43437
417.20520@8.238,27121,41880,38259,38442,38841,33406,42024,40053,41628,49078,35134,30189
417.23840@10.849,45202,45735,41267,46934,40345,46895,42112,49187,43963,0,0,0
417.23860@8.229,191849,188193,191017,271148,265536,272340,231905,229914,225918,0,125,240
418.13320@2.526,62417,60942,68123,44161,41042,46889,59819,60426,68769,0,0,0
418.13360@4.531,7698,7621,6820,14001,13097,13665,13525,12347,12011,0,0,0
419.09600@4.816,5425,6408,6377,9408,8876,9660,8426,7535,8325,110,95,0
419.11750@3.405,60042,61009,61843,22317,21755,21301,47693,47017,46407,0,0,0
419.15110@3.183,59369,56703,52210,45274,46673,42149,61969,56517,51481,0,0,0
419.15150@3.287,28428,30218,27403,19819,20159,20647,27998,26889,27636,0,0,0
419.24590@6.507,90997,92164,93008,150706,153338,154340,126321,120613,121881,0,0,0
419.31450@10.956,250420,139957,130604,158427,155266,156671,219913,217372,212754,164073,102438,137635
419.35080@12.653,48117,45664,45230,40253,43797,39008,42298,43266,44547,38565,0,0
420.14910@3.556,5309,5030,5037,5514,5333,5552,6082,5971,5818,0,0,0
420.18960@6.590,8580,9611,9256,3463,4573,4328,7233,7699,7206,0,0,0
420.25770@3.488,24435,24933,24356,37078,37087,37878,30708,30359,31151,0,0,0
421.09420@1.981,39728,38974,36109,10812,23550,24274,35250,17288,31594,0,0,0
421.10790@2.920,19579,20908,20102,9230,9182,9617,18127,17338,17064,0,0,0
421.17360@4.102,9953,9725,9951,38344,38207,36754,30129,28249,26487,0,0,0
421.17380@4.211,11924,11243,11460,45176,42272,43684,33925,33233,32801,0,0,0
421.17990@6.317,32066,32670,31926,0,0,0,22241,21801,22188,0,0,0
421.22070@3.897,2463,2285,2178,1590,2314,2003,2545,2671,2210,3818,0,0
421.24150@10.983,17444,17868,17578,20121,18170,16600,17760,18988,18602,0,0,0
421.25700@10.922,9368,9798,9304,9876,11079,10584,9712,10202,8887,0,0,0
422.05290@3.433,5081,5369,4387,2811,2964,3045,4797,4448,4480,0,0,0
422.11010@2.208,47433,45660,46464,20608,21875,20196,39072,38437,37789,0,0,0
422.26090@10.922,2239,2078,2173,2669,2558,3068,2560,2727,2295,0,0,0
423.04390@1.228,10860,11240,10459,12232,12979,12246,13289,12521,12345,0,0,0
423.08830@4.531,15161,15084,14175,26535,26185,26288,23991,21492,22359,0,0,0
423.13830@5.329,2527,2801,2875,1797,1660,1710,2425,2430,2519,3619,0,0
423.27260@7.675,33128,34496,34589,54519,54779,55072,43645,43006,44174,0,0,0
423.27270@7.869,82707,80865,82821,125222,126043,123565,106650,104864,104304,0,0,0
423.27290@7.764,79212,79674,78460,123222,125501,126288,101662,98399,99380,0,0,0
423.27480@4.797,3524,3282,3487,2393,2120,2089,3308,3291,3225,4984,3250,3567
423.36080@11.594,3998,4555,4321,4461,4414,3727,4083,4391,3733,0,0,0
423.36120@10.684,4829,4073,4844,2682,2569,2631,3582,4248,3683,0,0,0
424.04250@9.435,4501,4329,4270,4026,4067,3776,4555,4309,4140,6367,6298,5112
424.15900@3.860,63780,61465,60953,37751,38408,38836,55252,53810,53626,0,0,0
424.20660@2.399,14326,15362,21679,14936,12305,20170,18938,20430,26261,0,0,0
425.08330@3.860,76658,79237,78223,66610,67367,65100,78000,76050,78424,0,0,0
425.12180@4.988,12847,13505,13740,13408,14250,13953,15562,15087,15115,0,0,0
425.17710@2.495,12386,12978,14303,18872,17771,19982,17677,17460,19397,0,0,0
425.17780@3.352,11493,11069,10798,7989,7656,7635,11910,11082,11051,0,0,0
425.21400@9.102,80704,79527,80626,80813,84147,79600,88391,82490,83113,83755,70868,66655
425.22070@10.194,20631,19274,19839,13835,13807,15005,20040,18126,19270,32967,2133,2330
425.28820@8.039,38258,38853,38714,74736,75094,76718,55621,53212,54728,0,0,0
425.28830@8.143,30649,30593,29898,55623,58091,55770,43624,42909,41535,0,0,0
425.28830@7.937,14116,14596,15480,24273,24835,24743,19491,18875,19254,0,0,0
425.28840@7.545,18071,18112,17572,19282,17019,19609,18516,20049,20555,0,0,0
425.36100@11.345,157594,148700,140394,58423,28844,52055,126501,114523,128471,75066,32344,46273
425.37670@11.787,74837,67753,72604,59206,60809,59647,69437,64736,66344,257,0,0
426.00850@0.868,11220,13138,11675,12104,14342,14609,12661,12629,15276,0,0,0
426.04220@9.438,5605,4659,5036,3306,3495,3012,4729,5221,5235,10645,6131,14342
426.08730@2.775,8179,7966,7966,7007,6751,6911,7620,8508,7595,0,0,0
426.09820@4.692,6897,6379,9336,3882,6240,7638,10610,9625,10686,0,0,0
426.21140@3.057,9571,9249,9249,10401,10087,10317,10132,10129,9424,0,0,0
427.01620@0.855,18110,19312,18706,23829,25552,23911,23088,22345,25019,0,0,0
427.07560@0.700,14690,15196,14125,12652,13461,13465,16409,6139,6329,20686,0,129
427.13480@3.812,14390,14332,14796,10886,10994,11209,15110,13688,14558,0,0,0
427.24690@7.765,14595,14186,14184,13366,12235,12609,14250,14407,14689,18774,0,0
427.39200@10.417,8179,8193,8846,5553,5184,4654,7019,6195,7644,0,0,0
428.18780@7.702,8889,8880,8690,3464,3014,3760,7031,6830,6942,4548,2539,2505
428.20310@3.918,5445,5994,5643,6313,6911,6530,6909,6196,6815,4835,3902,2652
428.37190@7.764,6754,5991,6630,5498,5756,5306,6187,5923,5640,3738,0,0
428.37220@8.323,61354,61376,63278,51762,54364,52014,61605,60063,60340,22046,0,0
428.89060@8.108,4115,4106,4135,3701,4071,4042,4371,4407,4439,5774,5160,3455
429.31340@11.546,12486,13571,12569,12641,12738,12941,12665,12280,12750,199,0,140
429.37110@11.002,15703,16145,13263,12660,12408,12539,13470,12549,12806,413,0,0
429.37130@11.718,73329,74446,69007,44147,46310,44513,69937,60479,57904,197,0,0
429.37130@11.373,45330,48681,45943,41654,44037,40835,46869,47652,48363,683,0,0
430.14840@3.552,36427,35826,35118,39385,38911,40292,37601,37953,37254,0,0,0
430.14890@3.270,17665,13231,17664,18404,19566,19132,18440,20052,14483,0,0,0
430.14900@2.947,23566,23989,24399,27947,26733,28049,28205,26598,26680,0,0,0
430.15380@2.645,18704,20385,21131,25108,21997,27039,25304,24528,26246,0,0,0
430.15530@2.383,11297,11429,11588,9684,10878,10614,12030,12149,11787,0,0,0
430.16950@3.342,11536,13397,12631,10642,10163,12031,14574,12845,12032,0,0,0
430.16960@5.159,40841,41238,40606,148425,142020,137914,93487,92727,89709,0,0,0
430.23040@6.509,34217,35786,33970,57741,56030,58568,47111,45156,47048,0,0,0
430.38700@8.648,11782,13928,11251,13565,13737,12764,12052,12656,12756,7149,0,0
430.38820@8.127,1799420,1839729,1830524,1802629,1924430,1763646,1839697,1928923,1810121,1384728,2216,2741
431.00480@8.134,8748,8198,8294,8125,9037,7292,8608,8999,8680,3077,0,0
431.02110@8.125,7290,9522,9149,7595,7302,8007,8339,9128,7782,4809,0,0
431.06840@8.127,9403,9910,8407,8260,8771,9371,11234,9524,10034,4652,0,0
431.09380@1.200,55802,83007,52057,85513,21038,39793,50575,87867,45294,0,0,0
431.09780@8.119,6912,4933,6519,4638,6231,5100,6131,6542,5847,3287,0,0
431.22110@8.608,15180,15122,42214,12897,33178,24547,39275,40184,15645,58175,41719,36299
431.39120@8.126,640233,659288,658567,653228,648275,641389,680738,663528,679239,400761,165,374
431.86250@8.127,7101,8171,7378,8228,8312,8560,8108,7829,8407,5367,0,0
432.05900@3.103,3996,4522,4507,2912,2220,3073,4119,3792,3520,0,0,0
432.08420@8.128,4089,4107,4179,4141,4143,4173,4466,4248,3880,2810,0,0
432.15940@0.694,18322,19920,15960,16749,18837,16284,15310,15859,16491,0,0,0
432.16440@3.171,261464,258342,260429,220584,218360,218107,267150,260693,258118,0,0,0
432.16450@2.964,205022,212320,209555,174614,174088,173001,209981,200880,204472,0,0,0
432.16460@3.091,58767,58051,57615,47221,47640,47010,57377,56475,55921,0,0,0
432.16460@3.031,70747,70416,69408,57123,54376,53976,69473,70274,66421,0,0,0
432.16980@0.616,27371,29029,38322,22391,23143,25223,33890,31552,32350,0,0,0
432.18540@4.347,15941,15814,15506,10791,10738,9790,16012,14050,14363,0,0,0
432.20070@8.173,324370,318327,321503,295356,303335,303429,323758,311933,317284,329436,0,0
432.23670@7.378,294459,292306,294639,403959,415522,400066,351734,357827,348961,432527,647,475
432.27980@3.919,80314,80310,82140,56865,58821,56830,75202,75662,73250,99812,42849,32241
433.11210@4.331,39131,39419,39221,50034,49781,50286,46421,46605,45859,0,0,0
433.13340@3.686,26038,26860,25881,18090,18044,18733,25198,24872,23143,0,0,0
433.18320@8.245,18640,19715,20962,15994,28709,14269,20527,35510,17141,50276,33974,16136
433.19520@2.468,17183,17517,16452,24685,22004,22411,20477,18899,18634,0,0,0
433.20390@8.173,79407,77084,75791,73759,74730,74801,78719,79648,77341,80670,0,0
433.23380@7.907,82671,82826,83322,106127,110587,105088,97532,92981,97676,891,0,0
433.24640@3.474,7920,8057,7201,10055,11006,10532,9945,9349,8865,0,0,0
433.25680@8.087,69058,69269,90719,95087,78271,78556,88846,69692,91447,116,0,0
433.32950@11.116,27602,28931,27497,21080,24943,21213,28669,26901,27744,15407,16173,24940
433.36630@11.468,9712,9565,9705,11402,10153,12222,13955,11600,9097,0,0,0
434.14740@8.168,3778,3573,4477,2393,3364,2787,3400,3562,3179,5531,0,0
434.18420@7.377,11349,11391,11336,21578,21935,21767,14500,16292,16041,22994,0,0
434.18870@8.144,6741,6747,6835,4738,4414,4438,6901,6264,5788,6923,3473,6427
